PSM,TrainStation,University,Airport,Departmentstore,Hospital,Subdistrict,District,TotalUnits,BuildingAge,CarPark,CCTV,Fitness,Library,Swimmingpool,Security,MiniMart,ElectricalSubStation
74371.75,1.536896235,1.7,9,0.8,1.7,Prawet,Lak Si,1458,12,1,1,1,0,1,1,0,0
71431,0.4,0.4,4.7,1.5,1.876157941,Khlong Chaokhun Sing,Lak Si,810,7,1,1,1,0,0,0,0,0
56897,1.536896235,0.5,7.7,2.1,2.6,Thung Song Hong,Lak Si,158,6,1,1,1,0,1,1,0,0
88636,0.3,0.4,4.5,1.4,2.3,Talat Bang Khen,Lak Si,1123,5,0,1,1,0,1,1,0,0
51360.8,1.536896235,2.209948409,4.7,1.726724437,1.876157941,Lat Krabang,Lat Krabang,916,12,1,1,1,0,1,1,0,0
79600,1.536896235,2.209948409,5.3,1.726724437,1.876157941,Lat Krabang,Lat Krabang,462,5,0,1,1,0,1,1,0,0
88017.5,1.536896235,2.209948409,16.32907429,0.5,1.9,Lat Krabang,Lat Krabang,470,5,0,1,1,0,1,1,0,0
48928.5,1.536896235,2.209948409,4.9,1.726724437,1.876157941,Lat Krabang,Lat Krabang,1179,12,1,1,1,0,1,1,0,0
57477,1.536896235,4.8,6.1,1.726724437,1.876157941,Lat Krabang,Prawet,1118,9,1,1,1,0,0,1,1,0
45163.25,1.2,3.7,5.3,1.726724437,1.876157941,Khlong Sam Prawet,Lat Krabang,1019,5,0,1,1,0,1,1,0,0
48225,1.1,3.4,5.3,1.726724437,1.876157941,Khlong Sam Prawet,Lat Krabang,1959,8,0,1,1,1,0,0,1,0
33474,1.536896235,2.07,16.32907429,0.7,3,Bang Khae,Bang Khae,469.7599049,21,0,1,1,0,1,1,0,0
64131.25,1.536896235,3.7,11.5,1.3,2.2,Lat Phrao,Lat Phrao,658,9,0,1,1,0,0,0,1,0
56652.66667,1.536896235,1.7,12.3,1.8,1,Lat Phrao,Lat Phrao,301,10,1,1,1,0,1,1,0,0
79411,1.536896235,2.1,11.8,1.4,1.2,Chok Chai 4 Rd,Lat Phrao,496,7,1,1,1,0,1,1,0,0
21878,1.536896235,2.209948409,10.7,2.3,1.876157941,Bang Phai,Bang Khae,42,17,0,1,0,0,0,1,0,0
90405.75,1.536896235,1.8,10.3,0.3,2.2,Lat Phrao,Lat Phrao,317,7,0,1,1,0,1,1,0,0
29752,1.536896235,3,16.32907429,2.1,3,Lat Phrao,Lat Phrao,79,14,0,1,1,0,1,1,0,0
80228.5,1.536896235,3.6,16.32907429,1.4,2.2,Lat Phrao,Lat Phrao,740,4,1,1,1,0,0,0,0,0
69704.2,1.536896235,1.8,12.2,1.6,1,Lat Phrao,Lat Phrao,376,8,0,1,1,1,0,0,1,0
178571,1.536896235,3.9,9.7,2.5,1.876157941,Lat Phrao,Lat Phrao,54,7,1,1,1,0,1,1,0,0
59600,0.1,2.209948409,14.3,1.5,0.5,Lat Phrao,Bang Sue,45,11,1,1,0,0,0,1,0,0
279863,0.3,2.209948409,16.32907429,0.7,0.7,Lumphini,Pathum Wan,110,9,1,1,1,0,0,1,0,0
268295.6667,0.3,0.8,16.32907429,0.9,0.7,Lumphini,Pathum Wan,177,16,0,1,1,0,0,0,0,0
241625,0.9,1.5,16.32907429,1.4,1.1,Lumphini,Pathum Wan,78,14,0,1,1,0,1,1,0,0
235015.2857,0.4,0.9,16.32907429,1.1,0.8,Lumphini,Lumphini,32,3,0,1,1,0,1,1,0,0
137556,0.4,0.8,16.32907429,0.9,0.7,Lumphini,Pathum Wan,104,26,1,1,1,0,1,1,0,0
180938.0588,0.4,1.4,16.32907429,1.2,1.2,Lumphini,Pathum Wan,206,26,0,1,1,0,0,1,0,0
159753,0.6,1.7,16.32907429,0.9,1.5,Lumphini,Pathum Wan,37,14,0,1,1,0,1,1,0,0
130000,0.5,1,16.32907429,1,0.5,Khwaeng Lumphini,Pathum Wan,79,16,0,1,1,0,1,1,0,0
177817.3333,0.5,0.9,16.32907429,1,0.5,Lumphini,Pathum Wan,54,6,0,1,1,0,1,1,0,0
384350.5,0.3,1,16.32907429,0.7,0.8,Lumphini,Pathum Wan,80,1,0,1,1,0,0,1,0,0
66880.5,0.2,2.209948409,16.32907429,1.2,0.3,Min Buri,Khan Na Yao,634,8,0,1,1,0,1,1,0,0
61249,0.7,2.209948409,14.1,0.9,0.3,Sihaburanukit Rd,Min Buri,336,7,1,1,1,0,1,1,0,0
58292.75,1.536896235,2,16.32907429,0.1,0.1,Nuanchan,Bueng Kum,1019,14,0,1,0,0,1,1,0,0
194712.8235,0.6,1.5,19.8,0.7,1.2,Lumphini,Pathum Wan,1344,4,0,1,1,1,0,0,0,0
266799.3095,0.1,1.4,16.32907429,0.9,1.1,Lumphini,Pathum Wan,1444,7,1,1,1,0,0,0,0,0
175490,0.3,1.5,16.32907429,0.9,1.3,Lumphini,Pathum Wan,90,5,1,1,1,0,1,1,0,0
199918.6667,0.6,1.6,16.32907429,0.2,1.4,Lumphini,Pathum Wan,145,14,1,1,1,0,1,1,0,0
384220.25,0.5,0.9,16.32907429,0.9,0.4,Lumphini,Pathum Wan,266,12,1,1,1,0,1,1,0,0
218154,0.5,1,16.32907429,1,0.5,Lumphini,Pathum Wan,68,7,0,1,0,0,1,1,0,0
355102.2143,0.3,1,16.32907429,0.3,0.7,Lumphini,Pathum Wan,425,5,0,0,1,0,1,1,0,0
99908.75,0.8,1.2,16.32907429,1.2,1.9,Lumphini,Pathum Wan,220,16,1,1,1,0,0,1,0,0
101878.5,0.1,0.8,16.32907429,0.8,0.4,Lumphini,Pathum Wan,196,16,0,1,0,0,0,1,0,0
283582,0.3,0.9,16.32907429,0.7,0.7,Lumphini,Pathum Wan,97,6,0,1,1,1,0,1,0,0
168779.3333,0.4,0.8,16.32907429,0.9,0.7,Lumphini,Pathum Wan,262,23,0,1,0,0,1,1,0,0
281659.4286,0.5,1,16.32907429,1.1,0.8,Lumphini,Pathum Wan,200,6,1,1,1,0,1,1,0,0
64687.5,0.6,0.4,16.32907429,1.2,1.876157941,Lumphini,Pathum Wan,247,21,1,1,1,0,0,1,0,0
127240,0.5,1.8,16.32907429,0.4,1.6,Lumphini,Pathum Wan,31,37,0,1,1,0,0,0,0,0
154665,0.2,0.3,16.32907429,0.4,1.2,Wang Mai,Pathum Wan,303,14,1,1,1,0,1,1,0,0
287112.1111,0.2,1.4,16.32907429,1.1,1.2,Lumphini,Pathum Wan,219,16,0,1,1,0,1,1,0,0
171364.25,0.4,1.2,16.32907429,1.4,0.9,Rong Muang,Pathum Wan,286,8,0,1,1,0,0,1,0,0
342305.0667,0.6,1.1,16.32907429,1.3,0.8,Lumphini,Pathum Wan,231,4,0,1,1,0,1,1,0,0
326849.5,0.8,1.3,16.32907429,1.2,0.8,Lumphini,Pathum Wan,59,6,0,1,1,0,1,1,0,0
822569,0.3,1.2,16.32907429,0.9,0.9,Lumphini,Pathum Wan,77,8,0,1,1,0,1,1,0,0
112123,0.2,0.4,16.32907429,0.3,1.1,Wang Mai,Pathum Wan,24,18,0,0,1,1,1,1,0,0
625270.5833,0.2,0.9,16.32907429,0.7,0.7,Lumphini,Pathum Wan,158,1,0,1,1,0,0,0,0,0
250000,0.3,0.8,16.32907429,0.8,0.6,Lumphini,Pathum Wan,95,27,0,1,0,0,0,1,0,0
168605,0.2,1.5,16.32907429,1.1,1.3,Lumphini,Pathum Wan,68,10,0,0,0,0,0,0,0,0
275508,0.2,2.1,16.32907429,0.3,0.8,Khwaeng Lumphini,Pathum Wan,48,31,0,1,0,0,0,1,0,0
167797,0.8,1.6,16.32907429,1.1,1.4,Lumphini,Pathum Wan,26,16,1,1,1,0,1,1,0,0
164436.125,0.5,1.2,19.9,0.5,1,Lumphini,Pathum Wan,597,15,1,1,1,0,1,1,0,0
50806,0.1,0.5,16.32907429,0.7,0.4,Lumphini,Pathum Wan,360,29,0,1,0,0,1,1,0,0
138889,0.2,0.6,16.32907429,0.6,0.4,Lumphini,Pathum Wan,76,17,0,1,0,0,0,1,0,0
345421,0.1,0.5,16.32907429,0.8,0.4,Lumphini,Pathum Wan,53,14,0,1,0,0,1,1,0,0
96562.66667,0.1,0.7,16.32907429,0.6,0.5,Pathum Wan,Pathum Wan,220,16,1,1,1,0,1,1,0,0
210310.875,0.3,0.5,16.32907429,0.5,0.2,Lumphini,Pathum Wan,316,9,0,1,1,0,0,1,0,0
81444.25,0.2,0.6,16.32907429,0.8,0.5,Lumphini,Pathum Wan,278,15,0,1,1,0,0,0,0,0
136666.5,0.5,1.6,16.32907429,0.9,1.4,Lumphini,Pathum Wan,79,15,0,1,0,0,0,1,0,0
176491.8,0.7,0.4,16.32907429,0.8,0.9,Rong Muang,Pathum Wan,188,3,0,1,1,0,1,1,0,0
180000,0.7,1.7,16.32907429,0.9,1.5,Lumphini,Pathum Wan,129,31,0,1,0,0,1,1,0,0
131250,0.7,1.8,16.32907429,0.9,1.6,Lumphini,Pathum Wan,67,14,1,1,1,0,1,1,0,0
387282.3125,0.7,1.2,16.32907429,1.3,0.9,Lumphini,Pathum Wan,166,3,0,1,1,0,0,1,0,0
146072.2,0.8,1.8,16.32907429,1,1.5,Lumphini,Pathum Wan,104,5,0,1,1,0,1,1,0,0
567310,2.3,5.6,16.32907429,4.6,0.7,Lumphini,Pathum Wan,469.7599049,1,0,1,0,0,0,1,0,0
420299,0.5,1,16.32907429,1.1,0.6,Lumphini,Pathum Wan,187,9,0,1,0,1,0,0,0,0
87190,0.4,0.3,16.32907429,2.8,1.2,Bang Wa,Phasi Charoen,638,7,1,1,1,0,0,0,0,0
82026.33333,0.2,0.6,16.32907429,2.3,0.7,Pak Khlong Phasi Charoen,Phasi Charoen,793,8,1,1,1,0,1,1,1,0
54907,0.6,2.8,16.32907429,1.2,0.4,Bang Wa,Phasi Charoen,404,11,0,1,1,0,1,1,0,0
33333,0.8,1.3,16.32907429,2.6,1.4,Bang Duan,Phasi Charoen,203,13,0,1,0,0,0,1,0,0
64194,0.1,1,16.32907429,2.9,1.6,Bang Wa,Phasi Charoen,275,9,1,1,1,0,0,1,0,0
103864,0.5,3,16.32907429,0.8,0.6,Bang Duan,Phasi Charoen,1278,6,0,1,1,0,0,0,0,0
92222,0.3,0.9,16.32907429,3,1.6,Bang Wa,Phasi Charoen,741,5,1,1,1,0,1,1,0,0
55300,1.536896235,2.1,16.32907429,1.726724437,2.1,Bang Waek,Phasi Charoen,586,11,0,1,1,0,1,1,0,0
38673.66667,0.9,1.1,16.32907429,2.9,1.9,Bang Wa,Phasi Charoen,1250,17,0,1,1,0,1,1,0,0
36381,0.6,1.3,16.32907429,1.726724437,2.2,Bangwah,Pasicharoen,321,12,0,1,1,0,1,1,0,0
86057.5,0.3,0.7,16.32907429,2.2,0.6,Pak Khlong Phasi Charoen,Phasi Charoen,799,7,1,1,1,0,0,0,1,0
95217.33333,0.2,0.9,16.32907429,1.726724437,1.7,Bang Wa,Phasi Charoen,640,4,0,1,1,1,0,0,0,0
51476,0.5,1.5,16.32907429,2.4,1,Bang Wa,Phasi Charoen,417,11,0,1,1,0,1,1,0,0
76809.5,0.4,0.7,16.32907429,2.2,0.9,Pak Khlong Phasi Charoen,Phasi Charoen,1049,6,1,0,1,0,1,1,1,0
75273.5,0.3,2.5,16.32907429,1.4,0.1,Bang Wa,Phasi Charoen,1802,3,0,1,1,0,0,0,0,0
74885.33333,0.1,1.8,16.32907429,1.2,1.1,Pak Khlong Phasi Charoen,Chom Thong,441,9,1,1,1,0,0,1,0,0
80643,0.2,0.6,16.32907429,2.3,0.6,Pak Khlong Phasi Charoen,Phasi Charoen,584,9,1,1,1,0,1,1,0,0
110465,0.3,1,16.7,1.5,1,Samsen Nai,Phaya Thai,79,11,1,1,1,0,1,1,0,0
115686.2,1,1.8,15.8,0.8,0.9,Samsen Nai,Phaya Thai,154,12,1,1,1,0,0,0,0,0
105328,0.7,1.2,15.3,0.5,0.5,Samsen Nai,Phaya Thai,389,6,1,1,1,1,0,0,0,0
107257.1667,0.7,1.6,15.6,0.5,0.6,Samsen Nai,Phaya Thai,809,12,0,1,1,0,1,1,0,0
97368.2,0.5,1.4,15.5,0.3,0.4,Samsen Nai,Phaya Thai,357,17,0,1,1,0,0,1,0,0
134656.5833,0.3,1.1,15.2,0.1,0.2,Phaholyothin Rd,Phaya Thai,620,11,1,1,1,0,1,1,0,0
162656.25,0.1,1,15.1,0.2,0.2,Samsen Nai,Phaya Thai,253,9,1,1,1,0,1,1,0,0
164658.5,0.1,0.8,14.9,0.3,0.2,Samsen Nai,Phaya Thai,240,9,0,1,1,0,0,1,0,0
92445.66667,0.7,1.5,15.5,0.6,0.7,Samsen Nai,Phaya Thai,1093,18,1,1,0,0,1,1,0,0
106939,0.3,1.2,16.4,1.2,1.2,Samsen Nai,Phaya Thai,210,15,0,1,1,0,1,1,0,0
159141.5385,0.5,1.3,15.4,0.3,0.5,Samsen Nai,Phaya Thai,981,5,1,1,1,0,0,0,0,0
73333,1.15,1.44,20.82,2.52,2.55,Samsen Nai,Phaya Thai,861,19,1,1,1,0,1,1,0,0
166579.6667,3.75,4.59,16.44,4.18,2.42,Samsen Nai,Phaya Thai,516,8,1,1,1,0,1,1,0,0
269085.5,3.76,4.53,16.36,4.2,2.46,Samsen Nai,Phaya Thai,611,1,1,1,1,0,0,0,0,0
87930,2.24,1.37,14.96,1.42,3.82,Samsen Nai,Phaya Thai,133,10,1,1,1,0,1,1,0,0
142280.3333,3.51,4.35,16.64,3.95,2.2,Samsen Nai,Phaya Thai,282,11,1,1,1,0,1,1,0,0
99722,3.83,4.43,16.15,4.29,2.63,Samsen Nai,Phaya Thai,123,8,1,1,1,0,0,0,0,0
136534.5,3.82,4.66,16.39,4.25,2.49,Samsen Nai,Phaya Thai,189,14,1,1,1,0,1,1,0,0
103398.8,1.51,2.19,14.37,1.81,4.45,Samsen Nai,Phaya Thai,449,14,1,1,1,0,1,1,0,0
171065,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Samsen Nai,Phaya Thai,272,10,1,1,1,0,1,1,0,0
98094,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Samsen Nai,Phaya Thai,537,11,0,1,1,0,1,1,0,0
154936,1.43,2.29,14.3,1.87,4.54,Samsen Nai,Phaya Thai,390,6,1,1,1,0,0,0,0,0
97003,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Samsen Nai,Phaya Thai,101,17,0,1,0,0,0,1,0,0
109906,4.09,4.96,16.2,4.52,2.75,Samsen Nai,Phaya Thai,79,15,0,1,0,0,0,1,0,0
108176,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Samsen Nai,Phaya Thai,79,15,0,1,1,0,1,1,0,0
120253,3.32,4.24,16.89,3.74,1.98,Samsen Nai,Phaya Thai,94,17,0,1,0,0,0,1,0,0
96073,1.27,4.14,15.27,2.94,3.91,Samsen Nai,Phaya Thai,450,7,0,0,0,0,0,0,0,0
187097,3.61,4.63,16.82,4.01,2.23,Samsen Nai,Phaya Thai,23,3,0,1,1,0,0,1,0,0
175169,3.71,4.58,16.52,4.14,2.37,Samsen Nai,Phaya Thai,54,6,0,1,1,0,1,1,0,0
83799,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Samsen Nai,Phaya Thai,300,8,0,0,1,0,1,0,0,0
120636,3.53,4.42,16.67,3.96,2.2,Samsen Nai,Phaya Thai,70,19,1,1,1,0,1,1,0,0
147869.75,1.68,1.82,14.99,2.03,3.86,Samsen Nai,Phaya Thai,260,5,1,1,1,1,0,0,0,0
107399.6667,4.69,4.74,15.3,1.73,3.48,Samsen Nai,Phaya Thai,58,9,0,0,0,0,0,1,0,0
106724,4.68,4.05,15.57,2.48,3.36,Samsen Nai,Phaya Thai,109,10,1,1,1,0,1,1,0,0
106502.2,1.13,3.88,18.03,2.34,3.52,Phra Khanong,Khlong Toei,449,15,0,1,1,0,1,1,0,0
176506.8462,4.41,2.81,19.06,1.28,3.05,Phra Khanong,Khlong Toei,496,8,1,1,1,0,0,1,1,0
133847.75,3.01,0.8,16.39,4.23,4,Phra Khanong,Khlong Toei,589,11,0,1,1,0,1,1,0,0
137309,1.26,4.01,17.95,2.47,3.66,Phra Khanong,Khlong Toei,304,4,0,1,1,1,1,1,0,0
103699.6667,2.67,0.2,17.12,3.84,3.78,Phra Khanong,Khlong Toei,434,6,0,1,0,0,0,1,0,0
107145.25,2.61,0.12,17.14,3.78,3.71,Phra Khanong Nuea,Khlong Toei,415,5,1,1,0,0,1,1,0,0
104104.6667,1.03,3.72,18.3,2.2,3.61,Phra Khanong,Khlong Toei,119,10,1,1,1,0,0,1,0,0
333339.6667,4.34,2.7,19.03,1.17,2.78,Phra Khanong,Khlong Toei,338,4,1,1,1,0,0,0,0,0
180642.5385,1.04,3.79,18.08,2.26,3.44,Phra Khanong,Khlong Toei,407,9,1,1,1,0,1,1,0,0
80479,2.89,0.65,16.54,4.11,3.9,Phra Khanong,Khlong Toei,199,16,0,1,1,0,1,1,0,0
156159,0.74,3.48,18.22,1.96,2.97,Phra Khanong Nuea,Watthana,273,13,0,1,1,0,1,1,0,0
77421.5,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Phra Khanong Nuea,Watthana,160,17,0,1,1,0,0,0,0,0
103017.8,1.13,3.86,17.84,2.35,3.15,Phra Khanong Nuea,Watthana,124,14,0,1,1,0,1,1,0,0
67828.66667,2.46,1.88,16.5,3.62,3.63,Phra Khanong Nuea,Watthana,72,10,0,1,1,0,1,1,0,0
84216.75,1.44,4.19,17.77,2.65,3.75,Phra Khanong Nuea,Watthana,73,15,0,1,1,0,1,1,0,0
133263.5,3.44,1.23,15.95,4.67,4.39,Phra Khanong,Phra Khanong,487,5,0,1,1,1,0,1,0,0
117189.6667,3.31,1.05,16.13,4.53,4.29,Phra Khanong Nuea,Watthana,358,12,1,1,1,0,1,1,0,0
46782.33333,2.79,3.06,12.49,0.21,2.19,Bang Chak,Phra Khanong,794,15,0,0,0,0,0,1,0,0
91653,3.29,0.89,16.34,4.5,4.32,Phra Khanong Tai,Phra Khanong,138,13,0,1,1,0,1,1,0,0
51547.66667,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Bang Chak,Phra Khanong,799,15,1,1,1,0,0,1,0,0
107143,4.74,3.52,15.69,1.91,3.23,Bang Chak,Phra Khanong,79,9,0,0,1,0,1,0,0,0
67647,0.36,2.9,15.28,2.49,3.86,Bang Chak,Phra Khanong,222,5,0,1,0,0,1,1,0,0
90741,4.48,2.16,15.12,1.4,3,Bang Chak,Phra Khanong,425,3,0,1,1,0,0,1,0,0
133585.2,3.35,1.08,16.1,4.58,4.33,Bang Chak,Phra Khanong,940,11,1,1,1,1,1,1,1,0
111026,3.68,1.31,15.93,4.9,2.18,Bang Chak,Phra Khanong,372,3,1,1,0,0,0,1,0,0
125899.4286,4.97,3.34,15.33,2.04,3.46,Phra Khanong Tai,Phra Khanong,487,13,1,1,1,0,1,1,0,0
132318.9048,4.04,1.62,15.74,1.05,2.53,Bang Chak,Phra Khanong,1332,6,0,1,1,0,1,1,0,0
152586.25,0.19,2.43,15.19,2.98,4.32,Bang Na Nuea,Bang Na,298,7,1,1,1,1,0,0,0,0
149608.5,4.81,3.53,15.35,1.85,3.3,Bang Chak,Phra Khanong,778,4,1,1,1,1,0,0,0,0
176344.75,0.1,3.29,15.26,2.09,3.52,Bang Chak,Phra Khanong,349,4,0,1,1,0,0,0,0,0
75862,4.71,3.55,15.79,1.92,3.2,Phra Khanong Tai,Phra Khanong,168,9,1,1,1,0,1,1,0,0
85769.75,0.33,3.15,15.51,2.27,3.6,Bang Chak,Phra Khanong,192,11,1,1,1,0,1,1,0,0
119149,0.65,2.95,15.68,2.58,3.81,Phra Khanong Tai,Phra Khanong,439,5,0,1,1,0,1,1,0,0
52812,4.42,2.21,14.99,1.37,2.97,Bang Chak,Phra Khanong,270,12,1,1,1,0,1,1,0,0
172838.6364,0.52,2.73,14.92,2.65,4.1,Bang Chak,Phra Khanong,664,5,0,1,1,1,0,0,0,0
110536.5,3.43,1.01,16.26,4.64,4.47,Phra Khanong Tai,Phra Khanong,166,7,0,1,1,0,1,1,0,0
46562,3.93,1.85,15.34,0.94,2.52,Bang Chak,Phra Khanong,404,14,0,1,0,0,0,1,0,0
107705,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Bang Chak,Phra Khanong,141,9,1,1,1,1,1,1,0,0
82023,0.4,3.12,15.56,2.32,3.62,Phra Khanong Tai,Phra Khanong,166,8,1,1,1,0,0,1,0,0
64108.5,4.55,3.73,15.66,1.67,3.04,Phra Khanong Tai,Phra Khanong,197,11,0,1,1,0,1,1,0,0
67934,0.46,2.79,15.23,2.6,3.96,Bang Chak,Watthana,79,9,0,0,0,0,0,1,0,0
76793.375,0.72,3.06,15.78,2.49,3.7,Phra Khanong Tai,Phra Khanong,1630,11,1,1,0,0,1,0,0,0
64884,4.49,3.77,15.81,1.67,2.98,Phra Khanong Tai,Phra Khanong,79,10,1,1,1,0,1,1,0,0
64211.75,0.69,3.12,15.8,2.44,3.65,Phra Khanong Tai,Phra Khanong,962,10,1,1,1,0,1,1,0,0
76187.16667,4.92,3.35,15.5,2.04,3.41,Bang Chak,Phra Khanong,262,13,1,1,1,1,0,1,0,0
112527,0.46,3.23,14.84,2.22,3.74,Bang Chak,Phra Khanong,394,2,0,1,1,0,1,1,0,0
107346,3.23,0.88,16.32,4.45,4.25,Phra Khanong Tai,Phra Khanong,77,14,0,1,0,0,0,1,0,0
61702,3.36,0.95,16.29,4.57,4.39,Phra Khanong Tai,Phra Khanong,73,15,0,1,1,0,1,1,0,0
124780.5,4.23,1.75,15.86,1.36,2.72,Bang Chak,Phra Khanong,438,5,1,1,1,0,0,0,0,0
91327,4.69,3.56,15.97,2,3.19,Phra Khanong Tai,Phra Khanong,366,7,0,1,1,1,0,1,0,0
71429,0.56,3.16,15.72,2.34,3.59,Phra Khanong Tai,Phra Khanong,105,11,1,1,1,0,1,1,0,0
102762.1429,0.35,3.1,15.5,2.32,3.64,Khwaeng Phra Khanong Tai,Phra Khanong,149,6,1,1,1,1,0,0,0,0
63768,0.48,3.14,15.65,2.33,3.6,Phra Khanong Tai,Phra Khanong,122,14,0,1,1,0,0,1,0,0
96667,0.43,2.81,15.19,2.57,3.96,Bang Chak,Phra Khanong,169,7,1,1,1,0,1,1,0,0
57143,3.43,1.26,15.93,4.66,4.38,Bang Chak,Phra Khanong,146,15,0,1,0,0,1,1,0,0
68429,4.23,1.83,15.53,1.2,2.72,Bang Chak,Phra Khanong,218,13,0,1,1,0,1,1,0,0
57918.33333,4.76,2.51,14.73,1.7,3.31,Bang Chak,Phra Khanong,1245,5,0,1,1,0,1,1,0,0
50077,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Bang Chak,Phra Khanong,630,11,0,1,1,0,1,0,1,0
44828,1.64,3.56,13.78,2.72,4.33,Bang Chak,Phra Khanong,260,13,0,1,1,0,1,1,0,0
65476.33333,2.7,2.86,12.6,0.4,2.04,Bang Chak,Phra Khanong,328,3,0,1,1,0,1,1,0,0
74305.5,3.25,0.89,16.31,4.46,4.26,Phra Khanong Tai,Phra Khanong,147,15,0,1,1,0,1,1,0,0
79937.33333,0.41,3.17,15.59,2.28,3.58,Phra Khanong Tai,Phra Khanong,365,9,0,1,0,0,1,1,0,0
167645,4.69,3.65,15.42,1.72,3.17,Bang Chak,Phra Khanong,168,2,0,1,1,1,0,0,0,0
192049.3333,0.51,2.72,14.95,2.66,4.09,Khwaeng Bang Chak,Khet Phra Khanong,554,4,0,1,1,0,0,0,0,0
115710.75,4.48,3.78,15.89,1.69,2.97,Phra Khanong Tai,Phra Khanong,116,8,1,1,1,1,1,1,0,0
64262,1.7,2.37,13.6,3.6,2.32,Bang Chak,Phra Khanong,353,10,1,1,1,1,0,1,0,0
52775,3.51,1.02,19.61,2.36,4.02,Bang Khun Phrom,Phra Nakhon,138,31,0,1,0,0,1,1,0,0
74828,3.95,3.12,11.33,1.69,1.42,Nong Bon,Prawet,330,12,0,1,1,0,1,1,0,0
34600,4.76,3.6,10.63,2.56,1.75,Nong Bon,Prawet,154,11,1,1,1,0,1,1,0,0
42184.57143,3.88,2.64,11.6,2.18,0.79,Nong Bon,Prawet,1415,15,0,0,1,0,1,0,1,0
55605.2,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Prawet,Suan Luang,498,8,1,1,1,0,1,1,0,0
56712.55,2.55,3.03,10.71,4.22,2.21,Prawet,Suan Luang,1594,10,1,1,1,0,1,1,1,0
27575,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Prawet,Prawet,281,31,0,1,1,0,1,1,0,0
53720.33333,4.89,3.54,6.08,1.53,0.51,Prawet,Prawet,1040,10,0,1,1,1,0,0,0,0
58140,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Khlong Chaokhun Sing,Suan Luang,275,14,0,0,0,0,0,0,0,0
55127.8,1.536896235,3.11,12.85,3.06,3.89,Ram Inthra,Khan Na Yao,2568,12,1,1,0,0,0,0,1,0
63000,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Rat Burana,Rat Burana,1820,10,0,1,1,0,0,1,0,0
84880,3.77,2.99,27.72,1.99,4.6,Bang Pakok,Rat Burana,1265,16,1,1,1,0,1,1,0,0
65534.5,4.37,4.37,27.74,2.54,4.2,Bang Pakok,Rat Burana,892,10,0,1,1,0,0,0,1,0
59628,4.74,1.61,25.09,2.5,4.8,Rat Burana,Rat Burana,1820,10,0,1,0,0,1,1,0,0
217119.9,1.99,3.31,18.4,2.34,0.59,Thanon Phaya Thai,Ratchathewi,385,6,1,1,1,0,1,1,0,0
102616.5,1.536896235,2.209948409,16.32907429,1.726724437,1.876157941,Thanon Phaya Thai,Ratchathewi,547,16,0,1,1,0,0,1,1,0
132273.25,0.58,1.93,19.33,1.04,0.88,Makkasan,Ratchathewi,190,11,0,1,0,0,1,1,0,0
184799.6667,1.72,2.86,18.35,2.14,0.43,Khwaeng Thanon Phaya Thai,Khet Ratchathewi,366,5,1,1,1,0,0,1,0,0
188571.3333,0.56,1.89,19.33,3.41,0.92,Makkasan,Ratchathewi,352,6,1,1,1,0,1,1,0,0
227627.5,1.31,2.96,19.43,1.51,0.74,Thanon Phetchaburi,Ratchathewi,880,1,0,1,0,0,0,0,0,0
174769.375,1.73,3.32,19.13,1.96,0.76,Thanon Phaya Thai,Ratchathewi,476,14,0,1,1,1,0,0,1,0
168464.8,1.5,1.21,18.83,2.61,1.88,Makkasan,Ratchathewi,636,6,1,1,1,0,1,1,0,0
209006.5,1.55,1.2,18.81,2.59,1.92,Makkasan,Ratchathewi,477,10,1,1,0,1,0,0,0,0
361412.8571,1.88,3.3,18.63,0.29,0.54,Thung Phaya Thai,Ratchathewi,264,2,0,1,1,0,1,1,0,0
126629.4,2.07,1.09,18.8,2.16,2.55,Makkasan,Ratchathewi,525,12,1,1,1,0,0,0,0,0
146850,2.15,1.23,18.66,2.27,2.55,Makkasan,Ratchathewi,574,12,1,1,1,0,1,1,0,0
74238,0.84,1.41,19.18,2.93,1.36,Makkasan,Ratchathewi,378,28,0,1,0,0,1,1,0,0
99652.88889,1.51,1.16,18.86,2.56,1.92,Makkasan,Ratchathewi,917,12,0,1,1,0,0,1,1,0
188330,2.19,1.12,18.78,2.1,2.68,Makkasan,Ratchathewi,482,9,1,1,1,1,1,1,0,0
124035.6667,2.19,3.87,19.53,2.28,1.46,Thanon Phetchaburi,Ratchathewi,575,11,0,1,1,1,0,1,1,0
171333.5714,2.54,1.75,18.15,2.66,2.7,Makkasan,Ratchathewi,315,7,0,1,1,0,0,1,0,0
